"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Willington School District","","2016-2017","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Willington School District","","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Willington School District","","2016-2017","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Willington School District","","2016-2017","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Willington School District","","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Willington School District","","2016-2017","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Willington School District","","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Willington School District","","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Willington School District","","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Willington School District","","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Willington School District","","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Willington School District","","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Willington School District","","2016-2017","Eligible For Free Lunch","Other Count","Number","-6666"
"Willington School District","","2016-2017","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Willington School District","","2016-2017","Not Eligible For Lunch","Other Count","Number","-6666"
"Willington School District","","2016-2017","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Willington School District","","2016-2017","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Willington School District","","2016-2017","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Wilton School District","900186370","2010-2011","Eligible For Free Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","","2010-2011","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Wilton School District","900186370","2010-2011","Not Eligible For Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","900186370","2010-2011","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Wilton School District","900186370","2010-2011","Not Eligible For Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","900186370","2010-2011","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Wilton School District","900186370","2010-2011","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","900186370","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Wilton School District","900186370","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Wilton School District","900186370","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2010-2011","Eligible For Free Lunch","Other Count","Number","-9999"
"Wilton School District","","2010-2011","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Wilton School District","900186370","2010-2011","Not Eligible For Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2010-2011","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Wilton School District","","2010-2011","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Wilton School District","900186370","2010-2011","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2011-2012","Eligible For Free Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","","2011-2012","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Wilton School District","900186370","2011-2012","Not Eligible For Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","900186370","2011-2012","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Wilton School District","900186370","2011-2012","Not Eligible For Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","900186370","2011-2012","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Wilton School District","900186370","2011-2012","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","900186370","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Wilton School District","900186370","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Wilton School District","900186370","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2011-2012","Eligible For Free Lunch","Other Count","Number","-9999"
"Wilton School District","","2011-2012","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Wilton School District","900186370","2011-2012","Not Eligible For Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2011-2012","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Wilton School District","","2011-2012","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Wilton School District","900186370","2011-2012","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2012-2013","Eligible For Free Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","900186370","2012-2013","Eligible For Reduced Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","900186370","2012-2013","Not Eligible For Lunch","Total Cohort Count","Number","312"
"Wilton School District","900186370","2012-2013","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","900186370","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","900186370","2012-2013","Not Eligible For Lunch","Four Year Graduation Count","Number","299"
"Wilton School District","900186370","2012-2013","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","900186370","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","900186370","2012-2013","Not Eligible For Lunch","Four Year Graduation Rate","Percent","95.8"
"Wilton School District","900186370","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","10"
"Wilton School District","900186370","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","3.2"
"Wilton School District","900186370","2012-2013","Eligible For Free Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2012-2013","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2012-2013","Not Eligible For Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2012-2013","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2012-2013","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2012-2013","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2013-2014","Eligible For Free Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","900186370","2013-2014","Eligible For Reduced Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","900186370","2013-2014","Not Eligible For Lunch","Total Cohort Count","Number","295"
"Wilton School District","900186370","2013-2014","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","900186370","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","900186370","2013-2014","Not Eligible For Lunch","Four Year Graduation Count","Number","286"
"Wilton School District","900186370","2013-2014","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","900186370","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","900186370","2013-2014","Not Eligible For Lunch","Four Year Graduation Rate","Percent","96.9"
"Wilton School District","900186370","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","9"
"Wilton School District","900186370","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","3.1"
"Wilton School District","900186370","2013-2014","Eligible For Free Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2013-2014","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2013-2014","Not Eligible For Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2013-2014","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2013-2014","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2013-2014","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2014-2015","Eligible For Free Lunch","Total Cohort Count","Number","10"
"Wilton School District","900186370","2014-2015","Eligible For Reduced Lunch","Total Cohort Count","Number","6"
"Wilton School District","900186370","2014-2015","Not Eligible For Lunch","Total Cohort Count","Number","314"
"Wilton School District","900186370","2014-2015","Eligible For Free Lunch","Four Year Graduation Count","Number","9"
"Wilton School District","900186370","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Count","Number","6"
"Wilton School District","900186370","2014-2015","Not Eligible For Lunch","Four Year Graduation Count","Number","302"
"Wilton School District","900186370","2014-2015","Eligible For Free Lunch","Four Year Graduation Rate","Percent","90.0"
"Wilton School District","900186370","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","100.0"
"Wilton School District","900186370","2014-2015","Not Eligible For Lunch","Four Year Graduation Rate","Percent","96.2"
"Wilton School District","900186370","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","10"
"Wilton School District","900186370","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","3.2"
"Wilton School District","900186370","2014-2015","Eligible For Free Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2014-2015","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2014-2015","Not Eligible For Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2014-2015","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2014-2015","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2014-2015","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2015-2016","Eligible For Free Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","900186370","2015-2016","Eligible For Reduced Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","900186370","2015-2016","Not Eligible For Lunch","Total Cohort Count","Number","326"
"Wilton School District","900186370","2015-2016","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","900186370","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","900186370","2015-2016","Not Eligible For Lunch","Four Year Graduation Count","Number","318"
"Wilton School District","900186370","2015-2016","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","900186370","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","900186370","2015-2016","Not Eligible For Lunch","Four Year Graduation Rate","Percent","97.5"
"Wilton School District","900186370","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","8"
"Wilton School District","900186370","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","2.5"
"Wilton School District","900186370","2015-2016","Eligible For Free Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2015-2016","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2015-2016","Not Eligible For Lunch","Other Count","Number","0"
"Wilton School District","900186370","2015-2016","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2015-2016","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2015-2016","Not Eligible For Lunch","Other Rate","Percent","0.0"
"Wilton School District","900186370","2016-2017","Eligible For Free Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","900186370","2016-2017","Eligible For Reduced Lunch","Total Cohort Count","Number","-9999"
"Wilton School District","900186370","2016-2017","Not Eligible For Lunch","Total Cohort Count","Number","319"
"Wilton School District","900186370","2016-2017","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","900186370","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Wilton School District","900186370","2016-2017","Not Eligible For Lunch","Four Year Graduation Count","Number","313"
"Wilton School District","900186370","2016-2017","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","900186370","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Wilton School District","900186370","2016-2017","Not Eligible For Lunch","Four Year Graduation Rate","Percent","98.1"
"Wilton School District","900186370","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Wilton School District","900186370","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","6"
"Wilton School District","900186370","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Wilton School District","900186370","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","1.9"
"Wilton School District","900186370","2016-2017","Eligible For Free Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2016-2017","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Wilton School District","900186370","2016-2017","Not Eligible For Lunch","Other Count","Number","0"
"Wilton School District","900186370","2016-2017","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2016-2017","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Wilton School District","900186370","2016-2017","Not Eligible For Lunch","Other Rate","Percent","0.0"
"Winchester School District","","2010-2011","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2010-2011","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2010-2011","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2010-2011","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2010-2011","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2010-2011","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2010-2011","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2010-2011","Eligible For Free Lunch","Other Count","Number","-6666"
"Winchester School District","","2010-2011","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Winchester School District","","2010-2011","Not Eligible For Lunch","Other Count","Number","-6666"
"Winchester School District","","2010-2011","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2010-2011","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2010-2011","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2011-2012","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2011-2012","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2011-2012","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2011-2012","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2011-2012","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2011-2012","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2011-2012","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2011-2012","Eligible For Free Lunch","Other Count","Number","-6666"
"Winchester School District","","2011-2012","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Winchester School District","","2011-2012","Not Eligible For Lunch","Other Count","Number","-6666"
"Winchester School District","","2011-2012","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2011-2012","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2011-2012","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2012-2013","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2012-2013","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2012-2013","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2012-2013","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2012-2013","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2012-2013","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2012-2013","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2012-2013","Eligible For Free Lunch","Other Count","Number","-6666"
"Winchester School District","","2012-2013","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Winchester School District","","2012-2013","Not Eligible For Lunch","Other Count","Number","-6666"
"Winchester School District","","2012-2013","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2012-2013","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2012-2013","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2013-2014","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2013-2014","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2013-2014","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2013-2014","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2013-2014","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2013-2014","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2013-2014","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2013-2014","Eligible For Free Lunch","Other Count","Number","-6666"
"Winchester School District","","2013-2014","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Winchester School District","","2013-2014","Not Eligible For Lunch","Other Count","Number","-6666"
"Winchester School District","","2013-2014","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2013-2014","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2013-2014","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2014-2015","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2014-2015","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2014-2015","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2014-2015","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2014-2015","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2014-2015","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2014-2015","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2014-2015","Eligible For Free Lunch","Other Count","Number","-6666"
"Winchester School District","","2014-2015","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Winchester School District","","2014-2015","Not Eligible For Lunch","Other Count","Number","-6666"
"Winchester School District","","2014-2015","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2014-2015","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2014-2015","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2015-2016","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2015-2016","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2015-2016","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Winchester School District","","2015-2016","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2015-2016","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Winchester School District","","2015-2016","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2015-2016","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Winchester School District","","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Winchester School District","","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Winchester School District","","2015-2016","Eligible For Free Lunch","Other Count","Number","-6666"
"Winchester School District","","2015-2016","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Winchester School District","","2015-2016","Not Eligible For Lunch","Other Count","Number","-6666"
"Winchester School District","","2015-2016","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2015-2016","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Winchester School District","","2015-2016","Not Eligible For Lunch","Other Rate","Percent","-6666"
