"District","FIPS","Year","Free/Reduced Price Meal Eligibility","Variable","Measure Type","Value"
"Derby School District","900919550","2015-2016","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Derby School District","900919550","2016-2017","Eligible For Free Lunch","Total Cohort Count","Number","52"
"Derby School District","900919550","2016-2017","Eligible For Reduced Lunch","Total Cohort Count","Number","15"
"Derby School District","900919550","2016-2017","Not Eligible For Lunch","Total Cohort Count","Number","32"
"Derby School District","900919550","2016-2017","Eligible For Free Lunch","Four Year Graduation Count","Number","40"
"Derby School District","900919550","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Derby School District","900919550","2016-2017","Not Eligible For Lunch","Four Year Graduation Count","Number","-9999"
"Derby School District","900919550","2016-2017","Eligible For Free Lunch","Four Year Graduation Rate","Percent","76.9"
"Derby School District","900919550","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Derby School District","900919550","2016-2017","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-9999"
"Derby School District","900919550","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Derby School District","900919550","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","0"
"Derby School District","900919550","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Derby School District","900919550","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Derby School District","900919550","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Derby School District","900919550","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Derby School District","900919550","2016-2017","Eligible For Free Lunch","Other Count","Number","-9999"
"Derby School District","900919550","2016-2017","Eligible For Reduced Lunch","Other Count","Number","0"
"Derby School District","900919550","2016-2017","Not Eligible For Lunch","Other Count","Number","0"
"Derby School District","900919550","2016-2017","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Derby School District","900919550","2016-2017","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Derby School District","900919550","2016-2017","Not Eligible For Lunch","Other Rate","Percent","0.0"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Free Lunch","Total Cohort Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Reduced Lunch","Total Cohort Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Not Eligible For Lunch","Total Cohort Count","Number","41"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Not Eligible For Lunch","Four Year Graduation Count","Number","32"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Not Eligible For Lunch","Four Year Graduation Rate","Percent","78.0"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Free Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Not Eligible For Lunch","Other Count","Number","8"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2010-2011","Not Eligible For Lunch","Other Rate","Percent","19.5"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Free Lunch","Total Cohort Count","Number","18"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Reduced Lunch","Total Cohort Count","Number","11"
"Eastern Connecticut Regional Educational Services","","2011-2012","Not Eligible For Lunch","Total Cohort Count","Number","57"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Free Lunch","Four Year Graduation Count","Number","12"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Count","Number","8"
"Eastern Connecticut Regional Educational Services","","2011-2012","Not Eligible For Lunch","Four Year Graduation Count","Number","48"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Free Lunch","Four Year Graduation Rate","Percent","66.7"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","72.7"
"Eastern Connecticut Regional Educational Services","","2011-2012","Not Eligible For Lunch","Four Year Graduation Rate","Percent","84.2"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Free Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Not Eligible For Lunch","Other Count","Number","7"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2011-2012","Not Eligible For Lunch","Other Rate","Percent","12.3"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Free Lunch","Total Cohort Count","Number","22"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Reduced Lunch","Total Cohort Count","Number","8"
"Eastern Connecticut Regional Educational Services","","2012-2013","Not Eligible For Lunch","Total Cohort Count","Number","39"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Free Lunch","Four Year Graduation Count","Number","16"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Count","Number","8"
"Eastern Connecticut Regional Educational Services","","2012-2013","Not Eligible For Lunch","Four Year Graduation Count","Number","30"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Free Lunch","Four Year Graduation Rate","Percent","72.7"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","100.0"
"Eastern Connecticut Regional Educational Services","","2012-2013","Not Eligible For Lunch","Four Year Graduation Rate","Percent","76.9"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Free Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2012-2013","Not Eligible For Lunch","Other Count","Number","6"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2012-2013","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2012-2013","Not Eligible For Lunch","Other Rate","Percent","15.4"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Free Lunch","Total Cohort Count","Number","34"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Reduced Lunch","Total Cohort Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Not Eligible For Lunch","Total Cohort Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Free Lunch","Four Year Graduation Count","Number","24"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Not Eligible For Lunch","Four Year Graduation Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Free Lunch","Four Year Graduation Rate","Percent","70.6"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Free Lunch","Other Count","Number","6"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Not Eligible For Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Free Lunch","Other Rate","Percent","17.6"
"Eastern Connecticut Regional Educational Services","","2013-2014","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2013-2014","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Free Lunch","Total Cohort Count","Number","31"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Reduced Lunch","Total Cohort Count","Number","9"
"Eastern Connecticut Regional Educational Services","","2014-2015","Not Eligible For Lunch","Total Cohort Count","Number","32"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Not Eligible For Lunch","Four Year Graduation Count","Number","25"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Not Eligible For Lunch","Four Year Graduation Rate","Percent","78.1"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Free Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Not Eligible For Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2014-2015","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Free Lunch","Total Cohort Count","Number","31"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Reduced Lunch","Total Cohort Count","Number","10"
"Eastern Connecticut Regional Educational Services","","2015-2016","Not Eligible For Lunch","Total Cohort Count","Number","32"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Free Lunch","Four Year Graduation Count","Number","24"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Not Eligible For Lunch","Four Year Graduation Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Free Lunch","Four Year Graduation Rate","Percent","77.4"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","0"
"Eastern Connecticut Regional Educational Services","","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","0"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","0.0"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Free Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Not Eligible For Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2015-2016","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Free Lunch","Total Cohort Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Reduced Lunch","Total Cohort Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Not Eligible For Lunch","Total Cohort Count","Number","23"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Free Lunch","Four Year Graduation Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Not Eligible For Lunch","Four Year Graduation Count","Number","18"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Not Eligible For Lunch","Four Year Graduation Rate","Percent","78.3"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Free Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Reduced Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Not Eligible For Lunch","Other Count","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Free Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Eligible For Reduced Lunch","Other Rate","Percent","-9999"
"Eastern Connecticut Regional Educational Services","","2016-2017","Not Eligible For Lunch","Other Rate","Percent","-9999"
"Eastford School District","","2010-2011","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2010-2011","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2010-2011","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2010-2011","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2010-2011","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2010-2011","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2010-2011","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2010-2011","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2010-2011","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2010-2011","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2010-2011","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2010-2011","Eligible For Free Lunch","Other Count","Number","-6666"
"Eastford School District","","2010-2011","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Eastford School District","","2010-2011","Not Eligible For Lunch","Other Count","Number","-6666"
"Eastford School District","","2010-2011","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2010-2011","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2010-2011","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2011-2012","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2011-2012","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2011-2012","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2011-2012","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2011-2012","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2011-2012","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2011-2012","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2011-2012","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2011-2012","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2011-2012","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2011-2012","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2011-2012","Eligible For Free Lunch","Other Count","Number","-6666"
"Eastford School District","","2011-2012","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Eastford School District","","2011-2012","Not Eligible For Lunch","Other Count","Number","-6666"
"Eastford School District","","2011-2012","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2011-2012","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2011-2012","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2012-2013","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2012-2013","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2012-2013","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2012-2013","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2012-2013","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2012-2013","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2012-2013","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2012-2013","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2012-2013","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2012-2013","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2012-2013","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2012-2013","Eligible For Free Lunch","Other Count","Number","-6666"
"Eastford School District","","2012-2013","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Eastford School District","","2012-2013","Not Eligible For Lunch","Other Count","Number","-6666"
"Eastford School District","","2012-2013","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2012-2013","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2012-2013","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2013-2014","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2013-2014","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2013-2014","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2013-2014","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2013-2014","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2013-2014","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2013-2014","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2013-2014","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2013-2014","Eligible For Free Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2013-2014","Eligible For Reduced Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2013-2014","Not Eligible For Lunch","Still Enrolled After Four Years Rate","Percent","-6666"
"Eastford School District","","2013-2014","Eligible For Free Lunch","Other Count","Number","-6666"
"Eastford School District","","2013-2014","Eligible For Reduced Lunch","Other Count","Number","-6666"
"Eastford School District","","2013-2014","Not Eligible For Lunch","Other Count","Number","-6666"
"Eastford School District","","2013-2014","Eligible For Free Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2013-2014","Eligible For Reduced Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2013-2014","Not Eligible For Lunch","Other Rate","Percent","-6666"
"Eastford School District","","2014-2015","Eligible For Free Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2014-2015","Eligible For Reduced Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2014-2015","Not Eligible For Lunch","Total Cohort Count","Number","-6666"
"Eastford School District","","2014-2015","Eligible For Free Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2014-2015","Not Eligible For Lunch","Four Year Graduation Count","Number","-6666"
"Eastford School District","","2014-2015","Eligible For Free Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2014-2015","Eligible For Reduced Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2014-2015","Not Eligible For Lunch","Four Year Graduation Rate","Percent","-6666"
"Eastford School District","","2014-2015","Eligible For Free Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2014-2015","Eligible For Reduced Lunch","Still Enrolled After Four Years Count","Number","-6666"
"Eastford School District","","2014-2015","Not Eligible For Lunch","Still Enrolled After Four Years Count","Number","-6666"
